line_id,order_id,order_date,customer_id,product_id,salesperson_id,quantity,unit_price,discount_pct,gross_sales,net_sales,cogs,gross_profit
L0012151,O006189,2025-10-15,C154,P058,S08,15,388.78,0.0352,5831.7,5626.64,4793.69,832.95
L0012152,O006190,2025-10-29,C145,P053,S06,2,172.82,0.0014,345.64,345.16,290.55,54.62
L0012153,O006190,2025-10-29,C145,P011,S06,3,199.46,0.0304,598.38,580.19,443.2,136.99
L0012154,O006190,2025-10-29,C145,P032,S06,4,433.86,0.0447,1735.44,1657.83,1322.96,334.87
L0012155,O006191,2025-10-16,C056,P002,S15,15,116.26,0.0609,1743.9,1637.64,1375.67,261.97
L0012156,O006191,2025-10-16,C056,P017,S15,21,125.1,0.0665,2627.1,2452.48,1765.89,686.59
L0012157,O006192,2025-10-17,C082,P038,S08,9,636.21,0.0767,5725.89,5286.92,3789.86,1497.06
L0012158,O006193,2025-10-13,C033,P009,S09,15,107.71,0.0102,1615.65,1599.11,1214.44,384.66
L0012159,O006194,2025-10-07,C162,P037,S12,9,797.82,0.0381,7180.38,6906.54,4823.33,2083.21
L0012160,O006195,2025-10-29,C154,P032,S08,24,433.86,0.0641,10412.64,9745.08,7937.79,1807.29
L0012161,O006195,2025-10-29,C154,P002,S08,21,116.26,0.0689,2441.46,2273.2,1925.94,347.26
L0012162,O006195,2025-10-29,C154,P053,S08,16,172.82,0.0623,2765.12,2592.81,2324.37,268.44
L0012163,O006196,2025-10-24,C032,P051,S02,21,87.44,0.0636,1836.24,1719.51,1531.71,187.8
L0012164,O006197,2025-10-20,C011,P053,S04,27,172.82,0.0721,4666.14,4329.53,3922.37,407.16
L0012165,O006197,2025-10-20,C011,P055,S04,30,235.32,0.0859,7059.6,6453.01,5755.16,697.84
L0012166,O006198,2025-10-17,C168,P027,S08,3,273.27,0.0537,819.81,775.79,604.01,171.78
L0012167,O006198,2025-10-17,C168,P038,S08,4,636.21,0.0349,2544.84,2456.02,1684.38,771.64
L0012168,O006198,2025-10-17,C168,P005,S08,4,139.29,0.0456,557.16,531.77,450.42,81.35
L0012169,O006198,2025-10-17,C168,P022,S08,8,83.21,0.0326,665.68,643.95,493.62,150.33
L0012170,O006199,2025-10-27,C140,P042,S02,6,584.37,0.0314,3506.22,3396.16,2106.43,1289.73
L0012171,O006200,2025-10-22,C175,P007,S08,40,77.31,0.0948,3092.4,2799.12,2446.9,352.21
L0012172,O006200,2025-10-22,C175,P035,S08,33,300.11,0.0773,9903.63,9138.33,7968.79,1169.54
L0012173,O006200,2025-10-22,C175,P057,S08,31,251.0,0.0898,7781.0,7081.98,6832.58,249.4
L0012174,O006200,2025-10-22,C175,P054,S08,18,120.91,0.075,2176.38,2013.18,1865.83,147.35
L0012175,O006201,2025-10-04,C097,P031,S08,4,673.45,0.0668,2693.8,2513.76,2065.73,448.04
L0012176,O006202,2025-10-28,C004,P019,S10,7,164.92,0.0204,1154.44,1130.89,817.54,313.35
L0012177,O006203,2025-10-04,C017,P012,S01,6,126.49,0.024,758.94,740.72,603.88,136.83
L0012178,O006204,2025-10-26,C165,P035,S01,42,300.11,0.0635,12604.62,11803.96,10142.1,1661.86
L0012179,O006205,2025-10-25,C105,P027,S02,13,273.27,0.0516,3552.51,3369.23,2617.37,751.85
L0012180,O006206,2025-10-01,C043,P058,S03,14,388.78,0.0257,5442.92,5302.82,4474.11,828.71
L0012181,O006206,2025-10-01,C043,P027,S03,5,273.27,0.0402,1366.35,1311.39,1006.68,304.71
L0012182,O006206,2025-10-01,C043,P040,S03,16,350.51,0.02,5608.16,5495.86,3813.8,1682.07
L0012183,O006207,2025-10-19,C105,P037,S02,21,797.82,0.0691,16754.22,15595.9,11254.43,4341.47
L0012184,O006207,2025-10-19,C105,P002,S02,10,116.26,0.0633,1162.6,1089.03,917.11,171.91
L0012185,O006208,2025-10-22,C097,P022,S09,1,83.21,0.0514,83.21,78.93,61.7,17.23
L0012186,O006209,2025-10-27,C071,P045,S07,3,223.25,0.0525,669.75,634.56,471.72,162.84
L0012187,O006209,2025-10-27,C071,P050,S07,2,408.33,0.0479,816.66,777.58,671.93,105.65
L0012188,O006210,2025-10-31,C131,P007,S03,14,77.31,0.0473,1082.34,1031.19,856.42,174.77
L0012189,O006211,2025-10-14,C120,P044,S12,24,886.45,0.0632,21274.8,19929.83,13786.7,6143.14
L0012190,O006212,2025-10-24,C071,P060,S06,2,287.24,0.0487,574.48,546.51,505.66,40.85
L0012191,O006212,2025-10-24,C071,P057,S06,6,251.0,0.0377,1506.0,1449.17,1322.43,126.73
L0012192,O006213,2025-10-04,C093,P019,S01,14,164.92,0.0452,2308.88,2204.57,1635.07,569.5
L0012193,O006213,2025-10-04,C093,P043,S01,13,448.91,0.0572,5835.83,5502.13,3987.93,1514.19
L0012194,O006214,2025-10-31,C108,P018,S11,3,103.67,0.0265,311.01,302.77,222.35,80.43
L0012195,O006215,2025-10-09,C017,P023,S02,8,63.09,0.0321,504.72,488.54,377.19,111.35
L0012196,O006216,2025-10-30,C016,P037,S01,3,797.82,0.0408,2393.46,2295.89,1607.78,688.11
L0012197,O006216,2025-10-30,C016,P041,S01,4,567.39,0,2269.56,2269.56,1538.91,730.65
L0012198,O006216,2025-10-30,C016,P003,S01,7,188.59,0.0266,1320.13,1285.05,980.63,304.43
L0012199,O006216,2025-10-30,C016,P005,S01,7,139.29,0.0202,975.03,955.35,788.23,167.13
L0012200,O006217,2025-10-14,C073,P043,S15,39,448.91,0.064,17507.49,16386.64,11963.8,4422.85
L0012201,O006217,2025-10-14,C073,P051,S15,15,87.44,0.0756,1311.6,1212.39,1094.08,118.31
L0012202,O006218,2025-10-27,C027,P029,S13,11,220.18,0.0213,2421.98,2370.31,1835.4,534.91
L0012203,O006218,2025-10-27,C027,P051,S13,8,87.44,0.0253,699.52,681.82,583.51,98.31
L0012204,O006219,2025-10-27,C093,P027,S03,36,273.27,0.0582,9837.72,9265.08,7248.11,2016.97
L0012205,O006219,2025-10-27,C093,P039,S03,16,825.74,0.0487,13211.84,12568.73,8643.16,3925.58
L0012206,O006220,2025-10-27,C045,P047,S04,21,736.16,0.1091,15459.36,13772.14,10182.39,3589.74
L0012207,O006220,2025-10-27,C045,P041,S04,21,567.39,0.0742,11915.19,11030.83,8079.27,2951.56
L0012208,O006221,2025-10-20,C149,P016,S07,24,161.9,0.0992,3885.6,3500.19,2707.83,792.35
L0012209,O006222,2025-10-30,C114,P004,S09,10,213.0,0.0503,2130.0,2022.82,1709.67,313.15
L0012210,O006222,2025-10-30,C114,P026,S09,10,330.43,0.0672,3304.3,3082.21,2678.2,404.01
L0012211,O006223,2025-10-22,C017,P042,S02,10,584.37,0.0341,5843.7,5644.17,3510.72,2133.45
L0012212,O006223,2025-10-22,C017,P038,S02,11,636.21,0.0306,6998.31,6783.98,4632.05,2151.93
L0012213,O006223,2025-10-22,C017,P037,S02,8,797.82,0.0341,6382.56,6164.88,4287.4,1877.48
L0012214,O006224,2025-10-09,C034,P042,S04,12,584.37,0.0345,7012.44,6770.78,4212.86,2557.91
L0012215,O006224,2025-10-09,C034,P029,S04,3,220.18,0.0348,660.54,637.57,500.56,137.01
L0012216,O006224,2025-10-09,C034,P057,S04,8,251.0,0.034,2008.0,1939.72,1763.25,176.47
L0012217,O006224,2025-10-09,C034,P053,S04,5,172.82,0.0471,864.1,823.43,726.37,97.06
L0012218,O006225,2025-10-24,C029,P027,S02,5,273.27,0.0311,1366.35,1323.81,1006.68,317.13
L0012219,O006225,2025-10-24,C029,P018,S02,2,103.67,0.0335,207.34,200.39,148.23,52.16
L0012220,O006225,2025-10-24,C029,P060,S02,4,287.24,0.034,1148.96,1109.94,1011.32,98.61
L0012221,O006226,2025-10-16,C177,P010,S01,4,200.02,0.0581,800.08,753.6,648.72,104.88
L0012222,O006227,2025-10-04,C101,P021,S01,20,147.96,0.0425,2959.2,2833.51,2267.55,565.96
L0012223,O006228,2025-10-10,C018,P011,S04,4,199.46,0.0106,797.84,789.38,590.93,198.45
L0012224,O006228,2025-10-10,C018,P012,S04,7,126.49,0.034,885.43,855.34,704.53,150.81
L0012225,O006228,2025-10-10,C018,P003,S04,7,188.59,0.0529,1320.13,1250.34,980.63,269.71
L0012226,O006228,2025-10-10,C018,P005,S04,4,139.29,0.0253,557.16,543.06,450.42,92.65
L0012227,O006229,2025-10-07,C057,P001,S06,16,173.38,0.0723,2774.08,2573.46,2243.98,329.48
L0012228,O006229,2025-10-07,C057,P010,S06,36,200.02,0.0804,7200.72,6621.48,5838.48,783.0
L0012229,O006229,2025-10-07,C057,P052,S06,36,311.57,0.0844,11216.52,10269.75,9523.21,746.54
L0012230,O006230,2025-10-28,C152,P048,S03,3,203.22,0.0263,609.66,593.63,404.56,189.07
L0012231,O006230,2025-10-28,C152,P011,S03,7,199.46,0.0407,1396.22,1339.42,1034.13,305.29
L0012232,O006231,2025-10-28,C045,P046,S05,40,236.95,0.0715,9478.0,8800.15,6005.96,2794.19
L0012233,O006231,2025-10-28,C045,P039,S05,58,825.74,0.0814,47892.92,43994.69,31331.44,12663.26
L0012234,O006232,2025-10-18,C043,P011,S03,16,199.46,0.0449,3191.36,3048.17,2363.72,684.45
L0012235,O006232,2025-10-18,C043,P056,S03,13,376.48,0.0531,4894.24,4634.54,4264.22,370.32
L0012236,O006233,2025-10-08,C114,P048,S09,12,203.22,0.0592,2438.64,2294.23,1618.24,676.0
L0012237,O006234,2025-10-25,C157,P055,S01,16,235.32,0.066,3765.12,3516.5,3069.42,447.08
L0012238,O006234,2025-10-25,C157,P059,S01,27,183.4,0.0663,4951.8,4623.55,4163.35,460.19
L0012239,O006234,2025-10-25,C157,P035,S01,20,300.11,0.0374,6002.2,5777.83,4829.57,948.26
L0012240,O006235,2025-10-15,C156,P021,S10,9,147.96,0.0194,1331.64,1305.79,1020.4,285.39
L0012241,O006235,2025-10-15,C156,P050,S10,6,408.33,0.015,2449.98,2413.23,2015.8,397.43
L0012242,O006236,2025-10-04,C056,P025,S14,18,477.47,0.0711,8594.46,7982.99,6830.64,1152.35
L0012243,O006237,2025-10-08,C009,P030,S12,4,215.9,0.0324,863.6,835.66,685.06,150.6
L0012244,O006237,2025-10-08,C009,P014,S12,3,64.85,0.026,194.55,189.49,148.09,41.39
L0012245,O006238,2025-10-01,C065,P018,S11,12,103.67,0.013,1244.04,1227.81,889.38,338.43
L0012246,O006238,2025-10-01,C065,P010,S11,7,200.02,0.0322,1400.14,1355.03,1135.26,219.77
L0012247,O006238,2025-10-01,C065,P042,S11,7,584.37,0.0138,4090.59,4034.01,2457.5,1576.51
L0012248,O006239,2025-10-04,C064,P036,S08,5,242.25,0.0285,1211.25,1176.72,891.62,285.1
L0012249,O006239,2025-10-04,C064,P050,S08,9,408.33,0.0173,3674.97,3611.28,3023.7,587.58
L0012250,O006240,2025-10-02,C007,P001,S06,10,173.38,0.0187,1733.8,1701.42,1402.49,298.93
L0012251,O006240,2025-10-02,C007,P046,S06,7,236.95,0.0205,1658.65,1624.59,1051.04,573.55
L0012252,O006240,2025-10-02,C007,P011,S06,11,199.46,0.0304,2194.06,2127.33,1625.05,502.28
L0012253,O006241,2025-10-23,C041,P002,S13,28,116.26,0.0783,3255.28,3000.26,2567.91,432.34
L0012254,O006242,2025-10-22,C010,P054,S12,10,120.91,0.0628,1209.1,1133.19,1036.57,96.62
L0012255,O006242,2025-10-22,C010,P006,S12,32,107.43,0.0594,3437.76,3233.61,2613.2,620.41
L0012256,O006243,2025-10-04,C075,P038,S10,18,636.21,0.0757,11451.78,10585.21,7579.72,3005.49
L0012257,O006243,2025-10-04,C075,P054,S10,19,120.91,0.0822,2297.29,2108.47,1969.49,138.98
L0012258,O006244,2025-10-22,C094,P033,S13,62,592.21,0.0736,36717.02,34013.26,27650.38,6362.89
L0012259,O006244,2025-10-22,C094,P031,S13,9,673.45,0.0671,6061.05,5654.65,4647.89,1006.76
L0012260,O006244,2025-10-22,C094,P004,S13,21,213.0,0.0712,4473.0,4154.45,3590.32,564.14
L0012261,O006245,2025-10-23,C096,P022,S03,38,83.21,0.0846,3161.98,2894.34,2344.7,549.64
L0012262,O006245,2025-10-23,C096,P020,S03,23,169.31,0.096,3894.13,3520.18,2773.96,746.22
L0012263,O006245,2025-10-23,C096,P017,S03,25,125.1,0.0681,3127.5,2914.58,2102.24,812.33
L0012264,O006246,2025-10-29,C007,P048,S06,2,203.22,0.0245,406.44,396.47,269.71,126.76
L0012265,O006247,2025-10-04,C011,P004,S04,25,213.0,0.0592,5325.0,5009.52,4274.19,735.34
L0012266,O006247,2025-10-04,C011,P039,S04,21,825.74,0.0823,17340.54,15913.03,11344.14,4568.88
L0012267,O006248,2025-10-06,C070,P058,S12,4,388.78,0.027,1555.12,1513.06,1278.32,234.74
L0012268,O006248,2025-10-06,C070,P059,S12,4,183.4,0.0359,733.6,707.23,616.79,90.44
L0012269,O006248,2025-10-06,C070,P040,S12,1,350.51,0.0425,350.51,335.62,238.36,97.26
L0012270,O006248,2025-10-06,C070,P014,S12,7,64.85,0.0198,453.95,444.98,345.55,99.43
L0012271,O006249,2025-10-03,C169,P056,S02,9,376.48,0.0335,3388.32,3274.73,2952.15,322.58
L0012272,O006249,2025-10-03,C169,P016,S02,7,161.9,0.0255,1133.3,1104.4,789.78,314.62
L0012273,O006250,2025-10-21,C149,P043,S06,21,448.91,0.062,9427.11,8843.09,6442.04,2401.05
L0012274,O006250,2025-10-21,C149,P058,S06,29,388.78,0.0706,11274.62,10479.07,9267.8,1211.27
L0012275,O006251,2025-10-04,C134,P047,S08,10,736.16,0.0384,7361.6,7079.21,4848.76,2230.45
L0012276,O006251,2025-10-04,C134,P036,S08,9,242.25,0.0224,2180.25,2131.49,1604.91,526.58
L0012277,O006252,2025-10-10,C170,P030,S01,8,215.9,0.0112,1727.2,1707.92,1370.11,337.81
L0012278,O006252,2025-10-10,C170,P043,S01,3,448.91,0.0181,1346.73,1322.4,920.29,402.11
L0012279,O006253,2025-10-10,C069,P021,S08,3,147.96,0.0256,443.88,432.53,340.13,92.4
L0012280,O006254,2025-10-18,C047,P056,S13,10,376.48,0.0416,3764.8,3608.3,3280.17,328.13
L0012281,O006255,2025-10-25,C036,P027,S02,11,273.27,0.0268,3005.97,2925.38,2214.7,710.68
L0012282,O006255,2025-10-25,C036,P007,S02,10,77.31,0.015,773.1,761.47,611.73,149.75
L0012283,O006256,2025-10-02,C164,P039,S02,8,825.74,0.0006,6605.92,6601.65,4321.58,2280.07
L0012284,O006256,2025-10-02,C164,P033,S02,4,592.21,0.0397,2368.84,2274.8,1783.9,490.91
L0012285,O006256,2025-10-02,C164,P054,S02,9,120.91,0.0095,1088.19,1077.82,932.92,144.9
L0012286,O006256,2025-10-02,C164,P038,S02,19,636.21,0.0197,12087.99,11849.88,8000.82,3849.06
L0012287,O006257,2025-10-11,C143,P037,S03,9,797.82,0.0181,7180.38,7050.75,4823.33,2227.43
L0012288,O006258,2025-10-24,C083,P046,S08,4,236.95,0.0338,947.8,915.74,600.6,315.15
L0012289,O006258,2025-10-24,C083,P008,S08,5,175.02,0.0328,875.1,846.38,661.76,184.62
L0012290,O006258,2025-10-24,C083,P051,S08,4,87.44,0.0239,349.76,341.39,291.75,49.63
L0012291,O006259,2025-10-11,C020,P050,S05,22,408.33,0.0885,8983.26,8187.81,7391.27,796.54
L0012292,O006260,2025-10-25,C177,P024,S01,17,65.97,0.0488,1121.49,1066.74,832.88,233.86
L0012293,O006261,2025-10-12,C078,P033,S08,10,592.21,0.031,5922.1,5738.55,4459.74,1278.81
L0012294,O006262,2025-10-22,C068,P007,S11,3,77.31,0.0251,231.93,226.1,183.52,42.59
L0012295,O006262,2025-10-22,C068,P008,S11,6,175.02,0.0173,1050.12,1031.95,794.11,237.84
L0012296,O006262,2025-10-22,C068,P028,S11,12,484.32,0.0467,5811.84,5540.52,4475.02,1065.49
L0012297,O006263,2025-10-21,C085,P024,S04,38,65.97,0.0702,2506.86,2330.99,1861.74,469.25
L0012298,O006263,2025-10-21,C085,P021,S04,23,147.96,0.0785,3403.08,3136.05,2607.68,528.37
L0012299,O006263,2025-10-21,C085,P008,S04,54,175.02,0.0429,9451.08,9045.87,7146.99,1898.88
L0012300,O006263,2025-10-21,C085,P006,S04,18,107.43,0.0821,1933.74,1774.93,1469.92,305.0
L0012301,O006264,2025-10-07,C029,P038,S01,4,636.21,0.0466,2544.84,2426.27,1684.38,741.89
L0012302,O006264,2025-10-07,C029,P020,S01,3,169.31,0.0397,507.93,487.78,361.82,125.96
L0012303,O006264,2025-10-07,C029,P041,S01,8,567.39,0.0458,4539.12,4331.21,3077.82,1253.39
L0012304,O006265,2025-10-16,C159,P049,S03,7,416.7,0.0403,2916.9,2799.47,2478.5,320.97
L0012305,O006265,2025-10-16,C159,P023,S03,7,63.09,0.0292,441.63,428.75,330.04,98.71
L0012306,O006266,2025-10-19,C163,P042,S05,40,584.37,0.0741,23374.8,21643.19,14042.88,7600.31
L0012307,O006266,2025-10-19,C163,P046,S05,36,236.95,0.0647,8530.2,7978.06,5405.36,2572.7
L0012308,O006266,2025-10-19,C163,P038,S05,21,636.21,0.0767,13360.41,12335.81,8843.01,3492.8
L0012309,O006266,2025-10-19,C163,P037,S05,8,797.82,0.064,6382.56,5974.26,4287.4,1686.86
L0012310,O006267,2025-10-09,C072,P025,S06,11,477.47,0.0014,5252.17,5244.61,4174.28,1070.33
L0012311,O006267,2025-10-09,C072,P011,S06,6,199.46,0.0158,1196.76,1177.84,886.39,291.45
L0012312,O006267,2025-10-09,C072,P015,S06,8,167.38,0.0472,1339.04,1275.87,950.27,325.6
L0012313,O006268,2025-10-31,C132,P019,S08,22,164.92,0.051,3628.24,3443.26,2569.4,873.86
L0012314,O006269,2025-10-18,C066,P043,S02,8,448.91,0.0242,3591.28,3504.28,2454.11,1050.17
L0012315,O006270,2025-10-28,C153,P004,S08,4,213.0,0.0365,852.0,820.9,683.87,137.03
L0012316,O006270,2025-10-28,C153,P025,S08,6,477.47,0.0346,2864.82,2765.59,2276.88,488.71
L0012317,O006271,2025-10-25,C106,P001,S04,3,173.38,0.0381,520.14,500.31,420.75,79.57
L0012318,O006272,2025-10-11,C080,P020,S01,35,169.31,0.0955,5925.85,5359.74,4221.24,1138.5
L0012319,O006273,2025-10-25,C150,P008,S14,24,175.02,0.0227,4200.48,4105.24,3176.44,928.8
L0012320,O006274,2025-10-01,C179,P032,S01,5,433.86,0.0274,2169.3,2109.89,1653.71,456.18
L0012321,O006275,2025-10-15,C027,P012,S12,4,126.49,0.0043,505.96,503.78,402.59,101.19
L0012322,O006276,2025-10-14,C147,P004,S08,19,213.0,0.0736,4047.0,3749.04,3248.38,500.66
L0012323,O006277,2025-10-14,C096,P013,S02,50,182.29,0.068,9114.5,8495.05,6715.1,1779.95
L0012324,O006277,2025-10-14,C096,P002,S02,32,116.26,0.0693,3720.32,3462.48,2934.76,527.72
L0012325,O006278,2025-10-11,C107,P006,S02,3,107.43,0.0287,322.29,313.03,244.99,68.04
L0012326,O006278,2025-10-11,C107,P015,S02,8,167.38,0.0563,1339.04,1263.67,950.27,313.4
L0012327,O006279,2025-10-27,C006,P020,S07,3,169.31,0.0399,507.93,487.66,361.82,125.84
L0012328,O006279,2025-10-27,C006,P012,S07,8,126.49,0.0354,1011.92,976.14,805.18,170.97
L0012329,O006280,2025-10-12,C073,P056,S14,16,376.48,0.0894,6023.68,5485.19,5248.27,236.92
L0012330,O006281,2025-10-03,C039,P021,S03,5,147.96,0.0381,739.8,711.63,566.89,144.74
L0012331,O006282,2025-10-08,C035,P027,S07,4,273.27,0.0115,1093.08,1080.46,805.35,275.12
L0012332,O006282,2025-10-08,C035,P010,S07,5,200.02,0.027,1000.1,973.13,810.9,162.23
L0012333,O006282,2025-10-08,C035,P024,S07,8,65.97,0.0485,527.76,502.14,391.95,110.2
L0012334,O006283,2025-10-10,C105,P004,S03,31,213.0,0.0672,6603.0,6159.13,5299.99,859.14
L0012335,O006284,2025-10-20,C129,P055,S06,7,235.32,0.0385,1647.24,1583.85,1342.87,240.97
L0012336,O006285,2025-10-17,C133,P001,S03,33,173.38,0.0645,5721.54,5352.59,4628.2,724.39
L0012337,O006285,2025-10-17,C133,P058,S03,21,388.78,0.0678,8164.38,7610.9,6711.17,899.73
L0012338,O006286,2025-10-27,C108,P020,S10,6,169.31,0.0223,1015.86,993.2,723.64,269.56
L0012339,O006286,2025-10-27,C108,P010,S10,6,200.02,0.029,1200.12,1165.37,973.08,192.29
L0012340,O006287,2025-10-12,C054,P057,S01,44,251.0,0.0601,11044.0,10379.76,9697.86,681.91
L0012341,O006287,2025-10-12,C054,P019,S01,33,164.92,0.0965,5442.36,4917.15,3854.1,1063.06
L0012342,O006287,2025-10-12,C054,P033,S01,37,592.21,0.0739,21911.77,20293.41,16501.03,3792.38
L0012343,O006287,2025-10-12,C054,P002,S01,29,116.26,0.0699,3371.54,3135.96,2659.62,476.33
L0012344,O006288,2025-10-25,C034,P022,S04,3,83.21,0.0017,249.63,249.2,185.11,64.09
L0012345,O006289,2025-10-24,C138,P036,S10,30,242.25,0.0661,7267.5,6787.14,5349.71,1437.42
L0012346,O006289,2025-10-24,C138,P051,S10,30,87.44,0.0941,2623.2,2376.41,2188.16,188.25
L0012347,O006290,2025-10-14,C041,P045,S13,58,223.25,0.0825,12948.5,11879.98,9119.94,2760.04
L0012348,O006290,2025-10-14,C041,P056,S13,23,376.48,0.0862,8659.04,7912.32,7544.39,367.93
L0012349,O006290,2025-10-14,C041,P020,S13,35,169.31,0.0831,5925.85,5433.68,4221.24,1212.45
L0012350,O006291,2025-10-09,C069,P006,S08,7,107.43,0.028,752.01,730.97,571.64,159.33
L0012351,O006291,2025-10-09,C069,P042,S08,3,584.37,0.0373,1753.11,1687.75,1053.22,634.53
L0012352,O006291,2025-10-09,C069,P057,S08,8,251.0,0.0129,2008.0,1982.18,1763.25,218.94
L0012353,O006292,2025-10-02,C123,P040,S01,14,350.51,0.0655,4907.14,4585.51,3337.07,1248.44
L0012354,O006292,2025-10-02,C123,P029,S01,18,220.18,0.0806,3963.24,3644.0,3003.38,640.62
L0012355,O006292,2025-10-02,C123,P060,S01,36,287.24,0.0495,10340.64,9828.97,9101.92,727.04
L0012356,O006293,2025-10-03,C134,P054,S09,17,120.91,0.0364,2055.47,1980.63,1762.18,218.45
L0012357,O006293,2025-10-03,C134,P016,S09,11,161.9,0.0446,1780.9,1701.45,1241.09,460.36
L0012358,O006294,2025-10-08,C101,P046,S02,5,236.95,0.0568,1184.75,1117.46,750.75,366.71
L0012359,O006294,2025-10-08,C101,P025,S02,5,477.47,0.0446,2387.35,2280.9,1897.4,383.5
L0012360,O006294,2025-10-08,C101,P015,S02,12,167.38,0.045,2008.56,1918.18,1425.4,492.78
L0012361,O006294,2025-10-08,C101,P038,S02,20,636.21,0.0615,12724.2,11942.04,8421.91,3520.13
L0012362,O006295,2025-10-04,C070,P045,S12,2,223.25,0.0216,446.5,436.85,314.48,122.37
L0012363,O006295,2025-10-04,C070,P014,S12,5,64.85,0.0347,324.25,312.99,246.82,66.17
L0012364,O006296,2025-10-24,C125,P050,S05,41,408.33,0.0661,16741.53,15635.72,13774.65,1861.08
L0012365,O006297,2025-10-24,C093,P043,S03,13,448.91,0.0171,5835.83,5736.06,3987.93,1748.13
L0012366,O006297,2025-10-24,C093,P028,S03,24,484.32,0.0468,11623.68,11080.27,8950.05,2130.22
L0012367,O006298,2025-10-18,C178,P044,S11,28,886.45,0.0942,24820.6,22483.52,16084.48,6399.03
L0012368,O006298,2025-10-18,C178,P035,S11,21,300.11,0.0583,6302.31,5934.74,5071.05,863.69
L0012369,O006299,2025-10-04,C125,P038,S04,22,636.21,0.0922,13996.62,12705.74,9264.1,3441.64
L0012370,O006299,2025-10-04,C125,P054,S04,52,120.91,0.0886,6287.32,5730.0,5390.18,339.81
L0012371,O006299,2025-10-04,C125,P019,S04,57,164.92,0.0795,9400.44,8652.77,6657.08,1995.69
L0012372,O006300,2025-10-05,C101,P006,S03,10,107.43,0.0586,1074.3,1011.35,816.62,194.73
L0012373,O006301,2025-10-12,C033,P053,S09,5,172.82,0.0262,864.1,841.5,726.37,115.13
L0012374,O006301,2025-10-12,C033,P018,S09,10,103.67,0.0353,1036.7,1000.15,741.15,259.0
L0012375,O006301,2025-10-12,C033,P041,S09,10,567.39,0.0482,5673.9,5400.37,3847.27,1553.1
L0012376,O006302,2025-10-24,C105,P057,S02,23,251.0,0.0788,5773.0,5318.03,5069.33,248.7
L0012377,O006303,2025-10-30,C160,P026,S02,52,330.43,0.0745,17182.36,15901.51,13926.62,1974.89
L0012378,O006304,2025-10-19,C139,P032,S01,23,433.86,0.0414,9978.78,9565.79,7607.05,1958.74
L0012379,O006304,2025-10-19,C139,P059,S01,9,183.4,0.0463,1650.6,1574.25,1387.78,186.47
L0012380,O006305,2025-10-08,C172,P018,S09,5,103.67,0.0269,518.35,504.39,370.58,133.82
L0012381,O006305,2025-10-08,C172,P031,S09,6,673.45,0.0172,4040.7,3971.1,3098.59,872.51
L0012382,O006306,2025-10-23,C037,P002,S14,41,116.26,0.0736,4766.66,4416.03,3760.16,655.87
L0012383,O006306,2025-10-23,C037,P035,S14,49,300.11,0.0794,14705.39,13537.14,11832.45,1704.69
L0012384,O006306,2025-10-23,C037,P006,S14,17,107.43,0.0795,1826.31,1681.18,1388.26,292.92
L0012385,O006307,2025-10-11,C101,P055,S03,14,235.32,0.0314,3294.48,3190.98,2685.74,505.24
L0012386,O006307,2025-10-11,C101,P047,S03,26,736.16,0.0474,19140.16,18231.97,12606.77,5625.2
L0012387,O006308,2025-10-21,C146,P040,S02,57,350.51,0.0808,19979.07,18364.3,13586.65,4777.65
L0012388,O006308,2025-10-21,C146,P018,S02,40,103.67,0.0558,4146.8,3915.59,2964.61,950.98
L0012389,O006309,2025-10-17,C148,P012,S01,33,126.49,0.0656,4174.17,3900.17,3321.35,578.82
L0012390,O006309,2025-10-17,C148,P058,S01,24,388.78,0.0463,9330.72,8899.15,7669.91,1229.24
L0012391,O006310,2025-10-02,C130,P047,S09,39,736.16,0.0648,28710.24,26850.6,18910.16,7940.44
L0012392,O006311,2025-10-31,C126,P038,S08,9,636.21,0.0407,5725.89,5492.94,3789.86,1703.08
L0012393,O006312,2025-10-24,C096,P031,S01,22,673.45,0.0861,14815.9,13539.85,11361.5,2178.35
L0012394,O006313,2025-10-13,C122,P057,S03,13,251.0,0.0156,3263.0,3212.16,2865.28,346.88
L0012395,O006313,2025-10-13,C122,P027,S03,2,273.27,0.0311,546.54,529.53,402.67,126.85
L0012396,O006314,2025-10-17,C079,P016,S02,19,161.9,0.0897,3076.1,2800.14,2143.7,656.44
L0012397,O006314,2025-10-17,C079,P060,S02,19,287.24,0.0684,5457.56,5084.0,4803.79,280.2
L0012398,O006315,2025-10-28,C051,P020,S08,17,169.31,0.0953,2878.27,2603.86,2050.32,553.54
L0012399,O006316,2025-10-19,C067,P058,S10,7,388.78,0.0166,2721.46,2676.41,2237.06,439.36
L0012400,O006316,2025-10-19,C067,P029,S10,3,220.18,0.0352,660.54,637.26,500.56,136.69
L0012401,O006316,2025-10-19,C067,P017,S10,3,125.1,0.0308,375.3,363.75,252.27,111.49
L0012402,O006317,2025-10-14,C162,P003,S12,13,188.59,0.0481,2451.67,2333.73,1821.16,512.57
L0012403,O006317,2025-10-14,C162,P042,S12,14,584.37,0.0325,8181.18,7915.4,4915.01,3000.39
L0012404,O006318,2025-10-26,C118,P013,S01,8,182.29,0.0228,1458.32,1425.03,1074.42,350.61
L0012405,O006318,2025-10-26,C118,P034,S01,6,252.26,0.0377,1513.56,1456.49,1254.0,202.49
